Date,Time,Block,Primary Type,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
02/13/2001,10:00:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/12/2001,10:30:00 PM,100XX W OHARE ST,NARCOTICS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/18/2001,02:30:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
09/05/2001,11:45:00 PM,078XX S HERMITAGE AVE,HOMICIDE,STREET,0,0,0611,006,17,71,1166040,1852805,2001,41.751674522,-87.667112995,"(41.751674522, -87.667112995)"
03/24/2001,07:00:00 PM,100XX W OHARE ST,OTHER OFFENSE,AIRPORT/AIRCRAFT,0,1,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/06/2001,03:03:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/18/2001,10:00:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/11/2001,03:01:00 PM,100XX W OHARE ST,DECEPTIVE PRACTICE,PARKING LOT/GARAGE(NON.RESID.),0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/02/2001,06:05:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/31/2001,04:30:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/04/2001,05:22:00 AM,040XX N AUSTIN AVE,HOMICIDE,APARTMENT,1,0,1624,016,38,15,1135634,1926182,2001,41.953624047,-87.776795953,"(41.953624047, -87.776795953)"
03/20/2001,01:30:00 PM,100XX W OHARE ST,DECEPTIVE PRACTICE,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
07/09/2001,09:50:00 PM,057XX S WENTWORTH AVE,HOMICIDE,RETAIL STORE,0,0,0233,002,3,68,1175946,1866969,2001,41.790325892,-87.630388022,"(41.790325892, -87.630388022)"
02/18/2001,03:24:00 AM,047XX W NORTH AVE,HOMICIDE,STREET,1,0,2533,025,37,25,1144334,1910210,2001,41.909635855,-87.745216232,"(41.909635855, -87.745216232)"
08/18/2001,01:55:00 AM,113XX S CHURCH ST,HOMICIDE,HOUSE,1,0,2212,022,19,75,1166147,1829593,2001,41.687974882,-87.667378872,"(41.687974882, -87.667378872)"
06/14/2001,09:53:00 PM,014XX N LAWNDALE AVE,HOMICIDE,STREET,0,0,2535,025,26,23,1151436,1909414,2001,41.907314968,-87.719147237,"(41.907314968, -87.719147237)"
06/21/2001,01:27:00 AM,064XX S KENWOOD AVE,HOMICIDE,AUTO,0,0,0314,003,20,42,1186174,1862666,2001,41.778282502,-87.593020945,"(41.778282502, -87.593020945)"
03/22/2001,04:00:00 PM,033XX W IRVING PARK RD,OTHER OFFENSE,OTHER,0,0,1724,017,33,16,1153658,1926443,2001,41.953999945,-87.710530408,"(41.953999945, -87.710530408)"
04/13/2001,08:26:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
09/10/2001,01:17:00 AM,048XX S EVANS AVE,HOMICIDE,APARTMENT,1,1,0223,002,4,38,1182074,1873083,2001,41.806963534,-87.607729243,"(41.806963534, -87.607729243)"
10/13/2001,04:10:00 AM,107XX S PERRY AVE,HOMICIDE,STREET,1,0,0513,005,34,49,1177505,1833714,2001,41.699035036,-87.625674408,"(41.699035036, -87.625674408)"
06/01/2001,06:25:00 AM,042XX W NORTH AVE,HOMICIDE,ALLEY,0,0,2534,025,30,23,1147644,1910291,2001,41.909795206,-87.733054499,"(41.909795206, -87.733054499)"
01/20/2001,08:55:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/19/2001,03:00:00 PM,063XX N MANNHEIM RD,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,NA,NA,2001,NA,NA,NA
01/19/2001,03:05:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
04/05/2001,02:00:00 AM,100XX W OHARE ST,CRIMINAL DAMAGE,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/24/2001,09:00:00 AM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/13/2001,01:05:00 AM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/25/2001,05:00:00 PM,029XX W JACKSON BLVD,OTHER OFFENSE,STREET,0,1,1124,011,2,27,NA,NA,2001,NA,NA,NA
03/13/2001,12:30:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
06/30/2001,01:46:00 AM,025XX S BLUE ISLAND AVE,HOMICIDE,GAS STATION DRIVE/PROP.,1,0,1034,010,25,31,1160971,1886808,2001,41.845089351,-87.684748426,"(41.845089351, -87.684748426)"
08/18/2001,09:15:00 PM,003XX E KENSINGTON AVE,HOMICIDE,ABANDONED BUILDING,1,0,0532,005,9,53,1180402,1828251,2001,41.683977989,-87.615233757,"(41.683977989, -87.615233757)"
02/02/2001,09:00:00 AM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
07/29/2001,11:45:00 PM,012XX N CENTRAL PARK AVE,HOMICIDE,ALLEY,1,0,2535,025,26,23,1152144,1908013,2001,41.903456551,-87.716583427,"(41.903456551, -87.716583427)"
02/21/2001,06:45:00 AM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
04/08/2001,02:15:00 PM,100XX W OHARE ST,BATTERY,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/21/2001,08:30:00 PM,051XX W NORTH AVE,MOTOR VEHICLE THEFT,STREET,0,0,2533,025,37,25,1142028,1910115,2001,41.90941824,-87.753689959,"(41.90941824, -87.753689959)"
01/22/2001,06:00:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
10/22/2001,10:00:00 PM,022XX W OHIO ST,HOMICIDE,AUTO,1,0,1313,012,26,24,1161465,1903971,2001,41.892175985,-87.682457932,"(41.892175985, -87.682457932)"
02/11/2001,04:45:00 AM,071XX S PEORIA ST,CRIM SEXUAL ASSAULT,ALLEY,0,0,0733,007,17,68,1171500,1857524,2001,41.764506298,-87.646966689,"(41.764506298, -87.646966689)"
01/02/2001,01:45:00 PM,100XX W OHARE ST,MOTOR VEHICLE THEFT,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/10/2001,02:59:00 PM,039XX W WRIGHTWOOD AVE,HOMICIDE,APARTMENT,1,1,2524,025,30,22,1149518,1916996,2001,41.928158152,-87.725995708,"(41.928158152, -87.725995708)"
03/10/2001,02:05:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
06/03/2001,03:35:00 AM,037XX S INDIANA AVE,HOMICIDE,APARTMENT,0,0,0211,002,3,35,1178211,1880409,2001,41.827155316,-87.62167485,"(41.827155316, -87.62167485)"
04/09/2001,10:00:00 AM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
07/08/2001,09:55:00 AM,066XX S UNION AVE,HOMICIDE,APARTMENT,0,0,0723,007,6,68,1172651,1860911,2001,41.773775349,-87.642648291,"(41.773775349, -87.642648291)"
03/27/2001,04:00:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/17/2001,06:15:00 AM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
04/22/2001,06:35:00 PM,013XX N KILDARE AVE,HOMICIDE,STREET,0,0,2534,025,37,23,1147469,1908443,2001,41.904727464,-87.733744836,"(41.904727464, -87.733744836)"
07/13/2001,02:33:00 PM,057XX S BISHOP ST,HOMICIDE,STREET,0,0,0713,007,16,67,1167648,1866582,2001,41.789446069,-87.660825652,"(41.789446069, -87.660825652)"
12/01/2001,09:55:00 AM,116XX S LAFAYETTE AVE,HOMICIDE,STREET,1,0,0522,005,34,53,1178006,1827566,2001,41.682152716,-87.624025349,"(41.682152716, -87.624025349)"
03/30/2001,12:01:00 AM,100XX W OHARE ST,CRIMINAL DAMAGE,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/12/2001,11:50:00 PM,100XX W OHARE ST,NARCOTICS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
07/19/2001,08:48:00 AM,021XX N HAMLIN AVE,HOMICIDE,RETAIL STORE,1,0,2525,025,26,22,1150690,1914172,2001,41.920385987,-87.721763013,"(41.920385987, -87.721763013)"
04/01/2001,02:40:00 PM,100XX W OHARE ST,CRIMINAL DAMAGE,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
04/01/2001,06:45:00 AM,100XX W OHARE ST,WEAPONS VIOLATION,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
09/09/2001,10:30:00 PM,088XX S EXCHANGE AVE,HOMICIDE,AUTO,1,0,0423,004,10,46,1197298,1847002,2001,41.735029365,-87.552761693,"(41.735029365, -87.552761693)"
01/28/2001,03:11:00 AM,042XX W LAKE ST,HOMICIDE,STREET,1,0,1114,011,28,26,1148049,1901551,2001,41.885803934,-87.731791804,"(41.885803934, -87.731791804)"
05/01/2001,01:01:00 AM,034XX W CARROLL AVE,HOMICIDE,STREET,1,0,1123,011,28,27,1153446,1902189,2001,41.887449145,-87.711955803,"(41.887449145, -87.711955803)"
06/26/2001,02:25:00 AM,123XX S YALE AVE,HOMICIDE,PORCH,0,0,0523,005,9,53,1176844,1823026,2001,41.669720424,-87.628414883,"(41.669720424, -87.628414883)"
04/20/2001,11:18:00 PM,034XX S ASHLAND AVE,HOMICIDE,TAVERN,0,0,0922,009,11,59,1166228,1882035,2001,41.831881201,-87.665592096,"(41.831881201, -87.665592096)"
01/20/2001,11:26:00 PM,007XX N DRAKE AVE,HOMICIDE,AUTO,1,0,1121,011,27,23,1152584,1904667,2001,41.894266111,-87.715055775,"(41.894266111, -87.715055775)"
01/29/2001,06:30:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/08/2001,08:00:00 AM,100XX W OHARE ST,THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/12/2001,07:00:00 AM,100XX W OHARE ST,CRIMINAL DAMAGE,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
02/11/2001,08:30:00 AM,007XX N LARAMIE AVE,HOMICIDE,AUTO,1,0,1531,015,28,25,1141558,1904413,2001,41.893779995,-87.755557632,"(41.893779995, -87.755557632)"
03/15/2001,07:00:00 PM,100XX W OHARE ST,CRIMINAL DAMAGE,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
04/07/2001,09:00:00 AM,024XX N AVERS AVE,MOTOR VEHICLE THEFT,STREET,0,0,2524,025,35,22,1150347,1915900,2001,41.925134479,-87.722978079,"(41.925134479, -87.722978079)"
01/14/2001,06:00:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/29/2001,12:01:00 AM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
05/09/2001,12:43:00 PM,073XX S CARPENTER ST,HOMICIDE,STREET,1,0,0733,007,17,68,1170586,1856076,2001,41.760552767,-87.650358873,"(41.760552767, -87.650358873)"
01/12/2001,02:30:00 PM,089XX S COTTAGE GROVE AVE,HOMICIDE,RETAIL STORE,0,0,0633,006,6,44,1183121,1846055,2001,41.732771785,-87.604728989,"(41.732771785, -87.604728989)"
04/05/2001,05:00:00 PM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/19/2001,08:00:00 PM,081XX S MAY ST,MOTOR VEHICLE THEFT,STREET,1,0,0613,006,21,71,1170110,1850746,2001,41.745936899,-87.65225807,"(41.745936899, -87.65225807)"
03/09/2001,09:30:00 AM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
11/17/2001,11:35:00 AM,064XX S LOWE AVE,HOMICIDE,APARTMENT,1,1,0723,007,16,68,1173144,1862203,2001,41.777309867,-87.640802922,"(41.777309867, -87.640802922)"
01/13/2001,10:05:00 AM,100XX W OHARE ST,ASSAULT,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
07/16/2001,02:55:00 PM,071XX S BENNETT AVE,HOMICIDE,AUTO,0,0,0333,003,5,43,1189941,1858068,2001,41.765575403,-87.57935894,"(41.765575403, -87.57935894)"
03/16/2001,12:00:00 PM,100XX W OHARE FIELD,NARCOTICS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,NA,NA,2001,NA,NA,NA
06/02/2001,04:34:00 AM,042XX S CAMPBELL AVE,HOMICIDE,STREET,1,0,0914,009,12,58,1160396,1876520,2001,41.816869798,-87.687142611,"(41.816869798, -87.687142611)"
07/23/2001,05:57:00 PM,014XX S DRAKE AVE,HOMICIDE,STREET,1,0,1021,010,24,29,1152937,1892898,2001,41.861963739,-87.71407118,"(41.861963739, -87.71407118)"
04/01/2001,07:30:00 PM,013XX N GREENVIEW AVE,HOMICIDE,AUTO,1,0,1433,014,1,24,1166149,1908911,2001,41.9056329,-87.665114338,"(41.9056329, -87.665114338)"
02/20/2001,08:00:00 AM,084XX W BRYN MAWR AVE,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,1614,016,41,76,1119165,1936114,2001,41.98115617,-87.837127631,"(41.98115617, -87.837127631)"
04/05/2001,02:00:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
06/19/2001,02:15:00 AM,066XX S PEORIA ST,HOMICIDE,AUTO,0,0,0723,007,16,68,1171451,1860776,2001,41.773431255,-87.647051179,"(41.773431255, -87.647051179)"
02/01/2001,12:00:00 PM,100XX W OHARE ST,MOTOR VEHICLE THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
04/13/2001,10:37:00 PM,102XX S AVENUE L,HOMICIDE,PORCH,1,0,0432,004,10,52,1201827,1837602,2001,41.709121141,-87.536488496,"(41.709121141, -87.536488496)"
02/18/2001,08:00:00 AM,100XX W OHARE ST,SEX OFFENSE,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/24/2001,09:00:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
07/27/2001,04:45:00 AM,031XX W BERTEAU AVE,HOMICIDE,STREET,0,0,1724,017,33,16,1154781,1927748,2001,41.957558481,-87.706367009,"(41.957558481, -87.706367009)"
03/01/2001,08:00:00 PM,073XX S MORGAN ST,MOTOR VEHICLE THEFT,STREET,0,0,0733,007,17,68,1170955,1856161,2001,41.76077797,-87.649003998,"(41.76077797, -87.649003998)"
08/04/2001,01:30:00 AM,003XX E WACKER DR,HOMICIDE,RIVER,0,0,0124,001,42,32,1178351,1902561,2001,41.887938638,-87.620486468,"(41.887938638, -87.620486468)"
03/09/2001,11:45:00 PM,041XX S ARTESIAN AVE,HOMICIDE,STREET,0,0,0914,009,12,58,1160711,1877051,2001,41.81832042,-87.685972432,"(41.81832042, -87.685972432)"
02/23/2001,02:00:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
05/12/2001,10:50:00 AM,075XX S LAFAYETTE AVE,HOMICIDE,STREET,0,0,0623,006,6,69,1177142,1855093,2001,41.757709956,-87.626360608,"(41.757709956, -87.626360608)"
09/11/2001,08:30:00 PM,057XX W CHICAGO AVE,HOMICIDE,STREET,0,0,1511,015,29,25,1137702,1904755,2001,41.894788866,-87.769711392,"(41.894788866, -87.769711392)"
09/29/2001,03:40:00 AM,003XX S WESTERN AVE,HOMICIDE,CHA HALLWAY,1,0,1125,011,2,28,1160453,1898391,2001,41.876884977,-87.686329083,"(41.876884977, -87.686329083)"
12/31/2001,11:30:00 AM,083XX S MARQUETTE AVE,HOMICIDE,APARTMENT,1,0,0423,004,7,46,1195616,1850152,2001,41.743714919,-87.55881985,"(41.743714919, -87.55881985)"
02/14/2001,11:00:00 PM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
08/27/2001,11:45:00 AM,001XX S HOMAN AVE,HOMICIDE,STREET,1,0,1123,011,28,27,1153741,1899175,2001,41.879172555,-87.710952739,"(41.879172555, -87.710952739)"
12/10/2001,10:22:00 PM,090XX S KINGSTON AVE,HOMICIDE,AUTO,1,0,0423,004,7,48,1194728,1845622,2001,41.7313061,-87.562222204,"(41.7313061, -87.562222204)"
01/27/2001,09:00:00 PM,028XX W FULLERTON AVE,MOTOR VEHICLE THEFT,STREET,0,0,1414,014,35,22,1157137,1915867,2001,41.924908589,-87.698029273,"(41.924908589, -87.698029273)"
02/19/2001,07:20:00 AM,100XX W OHARE ST,THEFT,PARKING LOT/GARAGE(NON.RESID.),0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/03/2001,12:00:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/23/2001,11:36:00 PM,031XX S KEELER AVE,HOMICIDE,ALLEY,0,0,1031,010,22,30,1148885,1883408,2001,41.836001205,-87.729190635,"(41.836001205, -87.729190635)"
02/09/2001,06:00:00 AM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
07/05/2001,03:44:00 AM,031XX W DIVERSEY AVE,HOMICIDE,AUTO,0,0,1411,014,35,22,1154739,1918445,2001,41.932031238,-87.706771417,"(41.932031238, -87.706771417)"
03/06/2001,10:30:00 PM,108XX S AVENUE C,MOTOR VEHICLE THEFT,STREET,0,0,0432,004,10,52,1204416,1833495,2001,41.697785076,-87.527148345,"(41.697785076, -87.527148345)"
09/01/2001,06:05:00 AM,013XX N ASHLAND AVE,HOMICIDE,PARKING LOT,1,0,1433,014,1,24,1165480,1909088,2001,41.906132875,-87.667566751,"(41.906132875, -87.667566751)"
02/12/2001,06:00:00 AM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
08/26/2001,03:11:00 AM,080XX S HOUSTON AVE,HOMICIDE,ALLEY,1,0,0422,004,7,46,1197891,1852037,2001,41.748831006,-87.550421418,"(41.748831006, -87.550421418)"
04/13/2001,04:25:00 PM,100XX W OHARE ST,CRIMINAL DAMAGE,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
12/02/2001,09:40:00 PM,035XX W BELMONT AVE,HOMICIDE,APARTMENT,0,1,1732,017,35,21,1152059,1921048,2001,41.939227399,-87.716551275,"(41.939227399, -87.716551275)"
03/06/2001,10:17:00 AM,100XX W OHARE ST,MOTOR VEHICLE THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
09/24/2001,02:56:00 PM,003XX S PULASKI RD,HOMICIDE,AUTO,1,0,1132,011,28,26,1149775,1898304,2001,41.876860431,-87.725537965,"(41.876860431, -87.725537965)"
03/08/2001,08:05:00 PM,100XX W OHARE ST,SEX OFFENSE,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
07/24/2001,12:37:00 PM,029XX S FEDERAL ST,HOMICIDE,CHA GROUNDS,1,0,0133,001,3,35,1176116,1885609,2001,41.841471897,-87.629204627,"(41.841471897, -87.629204627)"
11/12/2001,03:35:00 AM,028XX W FIFTH AVE,HOMICIDE,AUTO,0,0,1124,011,2,27,1157421,1899780,2001,41.880758708,-87.697423905,"(41.880758708, -87.697423905)"
03/05/2001,07:06:00 AM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/14/2001,06:00:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
03/29/2001,06:00:00 PM,100XX W OHARE FIELD,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,NA,NA,2001,NA,NA,NA
01/20/2001,03:30:00 PM,100XX W OHARE ST,THEFT,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
01/22/2001,07:05:00 PM,100XX W OHARE ST,DECEPTIVE PRACTICE,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
04/14/2001,01:30:00 PM,100XX W OHARE ST,CRIMINAL DAMAGE,AIRPORT/AIRCRAFT,0,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
11/17/2001,01:27:00 AM,030XX E 100TH ST,HOMICIDE,PARKING LOT,1,0,0431,004,10,51,1197954,1839122,2001,41.713389632,-87.550620923,"(41.713389632, -87.550620923)"
04/06/2001,05:10:00 PM,100XX W OHARE ST,ASSAULT,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
10/20/2001,03:47:00 AM,032XX N WILTON AVE,HOMICIDE,ALLEY,0,0,1924,019,44,6,1169372,1921648,2001,41.940514379,-87.652903963,"(41.940514379, -87.652903963)"
09/23/2001,02:58:00 PM,057XX S WENTWORTH AVE,HOMICIDE,TAVERN,1,0,0233,002,3,68,1175944,1867042,2001,41.790526256,-87.630393167,"(41.790526256, -87.630393167)"
01/26/2001,09:00:00 AM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
04/15/2001,04:05:00 PM,070XX N CLARK ST,HOMICIDE,LOADING DOCK,0,0,2424,024,49,1,1163350,1947167,2001,42.010668525,-87.674315285,"(42.010668525, -87.674315285)"
02/09/2001,11:40:00 PM,046XX S LAWLER AVE,HOMICIDE,TRUCK,0,0,0814,008,23,56,1143470,1873484,2001,41.808871048,-87.749307968,"(41.808871048, -87.749307968)"
03/14/2001,06:30:00 PM,048XX W JACKSON BLVD,ASSAULT,SIDEWALK,0,1,1533,015,24,25,1144034,1898189,2001,41.876654484,-87.746620286,"(41.876654484, -87.746620286)"
04/01/2001,08:48:00 AM,039XX S FEDERAL ST,HOMICIDE,STREET,0,0,0214,002,3,38,1176338,1878880,2001,41.823001981,-87.628592548,"(41.823001981, -87.628592548)"
05/18/2001,03:47:00 PM,064XX S STONY ISLAND AVE,HOMICIDE,STREET,1,0,0314,003,5,42,1187984,1862596,2001,41.778047465,-87.586387726,"(41.778047465, -87.586387726)"
02/27/2001,02:00:00 AM,014XX W CULLERTON ST,HOMICIDE,APARTMENT,1,0,1222,012,25,31,1167079,1890517,2001,41.855138419,-87.662226498,"(41.855138419, -87.662226498)"
03/30/2001,11:30:00 PM,100XX W OHARE ST,CRIMINAL TRESPASS,AIRPORT/AIRCRAFT,1,0,1651,016,NA,76,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
